volume_usd,symbol,date,post_nov_2022
24897129948,USDT,2020-07-23,0
22338273101,USDT,2020-07-24,0
25077707687,USDT,2020-07-25,0
28852807826,USDT,2020-07-26,0
44309144839,USDT,2020-07-27,0
37054214114,USDT,2020-07-28,0
31945080196,USDT,2020-07-29,0
30145197612,USDT,2020-07-30,0
31216575237,USDT,2020-07-31,0
36596724667,USDT,2020-08-01,0
43620863810,USDT,2020-08-02,0
29956228167,USDT,2020-08-03,0
32423781475,USDT,2020-08-04,0
33191883907,USDT,2020-08-05,0
32564418808,USDT,2020-08-06,0
35097319459,USDT,2020-08-07,0
25836510740,USDT,2020-08-08,0
26113895986,USDT,2020-08-09,0
36347245628,USDT,2020-08-10,0
39924390806,USDT,2020-08-11,0
38419235281,USDT,2020-08-12,0
45360887997,USDT,2020-08-13,0
38417750789,USDT,2020-08-14,0
38681122091,USDT,2020-08-15,0
35603319606,USDT,2020-08-16,0
43047212745,USDT,2020-08-17,0
40873174066,USDT,2020-08-18,0
40666046435,USDT,2020-08-19,0
32746471325,USDT,2020-08-20,0
41215985711,USDT,2020-08-21,0
32892342495,USDT,2020-08-22,0
29187550605,USDT,2020-08-23,0
31794835157,USDT,2020-08-24,0
42567672036,USDT,2020-08-25,0
37126595563,USDT,2020-08-26,0
38341362890,USDT,2020-08-27,0
31740187752,USDT,2020-08-28,0
31070541135,USDT,2020-08-29,0
36153398644,USDT,2020-08-30,0
37949635827,USDT,2020-08-31,0
49809584105,USDT,2020-09-01,0
52855722597,USDT,2020-09-02,0
57562780194,USDT,2020-09-03,0
55525478963,USDT,2020-09-04,0
78154159842,USDT,2020-09-05,0
66315625008,USDT,2020-09-06,0
59139010478,USDT,2020-09-07,0
56334310286,USDT,2020-09-08,0
42234198845,USDT,2020-09-09,0
52111960702,USDT,2020-09-10,0
46009434500,USDT,2020-09-11,0
43506381696,USDT,2020-09-12,0
46330693824,USDT,2020-09-13,0
49936255991,USDT,2020-09-14,0
49718173930,USDT,2020-09-15,0
50682289026,USDT,2020-09-16,0
51695424541,USDT,2020-09-17,0
47248825663,USDT,2020-09-18,0
37361830219,USDT,2020-09-19,0
39841903146,USDT,2020-09-20,0
51961935426,USDT,2020-09-21,0
38413876677,USDT,2020-09-22,0
43424219416,USDT,2020-09-23,0
45065266037,USDT,2020-09-24,0
41889632698,USDT,2020-09-25,0
37079804018,USDT,2020-09-26,0
36832675909,USDT,2020-09-27,0
42448311096,USDT,2020-09-28,0
37215776820,USDT,2020-09-29,0
36326500299,USDT,2020-09-30,0
44191606929,USDT,2020-10-01,0
43341045659,USDT,2020-10-02,0
29434211991,USDT,2020-10-03,0
30365398041,USDT,2020-10-04,0
33618477224,USDT,2020-10-05,0
43474684779,USDT,2020-10-06,0
34832780084,USDT,2020-10-07,0
40437506638,USDT,2020-10-08,0
40570731731,USDT,2020-10-09,0
41298643279,USDT,2020-10-10,0
36190854082,USDT,2020-10-11,0
45422749776,USDT,2020-10-12,0
41852256541,USDT,2020-10-13,0
42676684541,USDT,2020-10-14,0
40681227712,USDT,2020-10-15,0
42355198410,USDT,2020-10-16,0
31063236700,USDT,2020-10-17,0
29893695719,USDT,2020-10-18,0
35567986142,USDT,2020-10-19,0
43872844120,USDT,2020-10-20,0
60904084735,USDT,2020-10-21,0
51457694149,USDT,2020-10-22,0
45364336403,USDT,2020-10-23,0
38024192721,USDT,2020-10-24,0
37992408340,USDT,2020-10-25,0
53856600950,USDT,2020-10-26,0
50594554703,USDT,2020-10-27,0
54295663450,USDT,2020-10-28,0
45899362605,USDT,2020-10-29,0
48310061722,USDT,2020-10-30,0
42514424089,USDT,2020-10-31,0
34361640768,USDT,2020-11-01,0
47077503200,USDT,2020-11-02,0
45019168827,USDT,2020-11-03,0
51351488942,USDT,2020-11-04,0
50361326125,USDT,2020-11-05,0
52898738178,USDT,2020-11-06,0
56226369647,USDT,2020-11-07,0
36518314883,USDT,2020-11-08,0
46110330836,USDT,2020-11-09,0
38577912936,USDT,2020-11-10,0
42668662479,USDT,2020-11-11,0
43616955783,USDT,2020-11-12,0
43464032776,USDT,2020-11-13,0
37625148237,USDT,2020-11-14,0
34845215193,USDT,2020-11-15,0
43959721427,USDT,2020-11-16,0
55094987084,USDT,2020-11-17,0
68784549701,USDT,2020-11-18,0
53334422091,USDT,2020-11-19,0
58285960281,USDT,2020-11-20,0
77062206041,USDT,2020-11-21,0
80187383235,USDT,2020-11-22,0
85808045491,USDT,2020-11-23,0
99911012514,USDT,2020-11-24,0
86889311262,USDT,2020-11-25,0
114616849233,USDT,2020-11-26,0
71012323469,USDT,2020-11-27,0
59622219575,USDT,2020-11-28,0
56283936388,USDT,2020-11-29,0
78422057481,USDT,2020-11-30,0
91231924619,USDT,2020-12-01,0
65320503081,USDT,2020-12-02,0
53438971741,USDT,2020-12-03,0
57391362137,USDT,2020-12-04,0
46459783524,USDT,2020-12-05,0
41702527218,USDT,2020-12-06,0
41553114205,USDT,2020-12-07,0
51018510966,USDT,2020-12-08,0
58645762362,USDT,2020-12-09,0
42906892986,USDT,2020-12-10,0
46855379778,USDT,2020-12-11,0
37175152958,USDT,2020-12-12,0
39919658599,USDT,2020-12-13,0
34855969067,USDT,2020-12-14,0
41060539775,USDT,2020-12-15,0
65892006749,USDT,2020-12-16,0
107057692974,USDT,2020-12-17,0
68567341447,USDT,2020-12-18,0
59773866553,USDT,2020-12-19,0
62633975828,USDT,2020-12-20,0
70204823309,USDT,2020-12-21,0
72277839948,USDT,2020-12-22,0
85019037325,USDT,2020-12-23,0
70696999694,USDT,2020-12-24,0
69379207764,USDT,2020-12-25,0
70249332948,USDT,2020-12-26,0
95264858228,USDT,2020-12-27,0
76757036205,USDT,2020-12-28,0
76792619209,USDT,2020-12-29,0
72666964921,USDT,2020-12-30,0
61468463255,USDT,2020-12-31,0
60509986287,USDT,2021-01-01,0
87333964442,USDT,2021-01-02,0
120425679796,USDT,2021-01-03,0
125906387011,USDT,2021-01-04,0
101918715244,USDT,2021-01-05,0
116105139289,USDT,2021-01-06,0
129467601516,USDT,2021-01-07,0
131555961745,USDT,2021-01-08,0
103292241007,USDT,2021-01-09,0
135437984723,USDT,2021-01-10,0
180779058885,USDT,2021-01-11,0
117509616511,USDT,2021-01-12,0
98217076295,USDT,2021-01-13,0
97567813514,USDT,2021-01-14,0
112214718054,USDT,2021-01-15,0
101603530718,USDT,2021-01-16,0
91132972168,USDT,2021-01-17,0
81024209658,USDT,2021-01-18,0
103734629698,USDT,2021-01-19,0
115893865966,USDT,2021-01-20,0
125636003892,USDT,2021-01-21,0
121548669235,USDT,2021-01-22,0
80722167203,USDT,2021-01-23,0
84413124756,USDT,2021-01-24,0
101158851200,USDT,2021-01-25,0
101647526020,USDT,2021-01-26,0
105901637306,USDT,2021-01-27,0
104090387181,USDT,2021-01-28,0
183670639698,USDT,2021-01-29,0
115648742489,USDT,2021-01-30,0
101327508212,USDT,2021-01-31,0
117812471778,USDT,2021-02-01,0
112355343051,USDT,2021-02-02,0
106216534834,USDT,2021-02-03,0
130071476669,USDT,2021-02-04,0
116242339499,USDT,2021-02-05,0
121039422025,USDT,2021-02-06,0
130348566847,USDT,2021-02-07,0
156718232410,USDT,2021-02-08,0
155577364901,USDT,2021-02-09,0
167294523848,USDT,2021-02-10,0
144658901916,USDT,2021-02-11,0
147107216422,USDT,2021-02-12,0
153120142052,USDT,2021-02-13,0
138353850761,USDT,2021-02-14,0
162693579145,USDT,2021-02-15,0
141032763591,USDT,2021-02-16,0
139150324868,USDT,2021-02-17,0
94966568287,USDT,2021-02-18,0
113649609569,USDT,2021-02-19,0
137486320908,USDT,2021-02-20,0
102446076715,USDT,2021-02-21,0
169690403440,USDT,2021-02-22,0
195964923867,USDT,2021-02-23,0
129007383618,USDT,2021-02-24,0
105464333625,USDT,2021-02-25,0
124624106848,USDT,2021-02-26,0
94710037977,USDT,2021-02-27,0
106489914975,USDT,2021-02-28,0
96252860017,USDT,2021-03-01,0
92797362841,USDT,2021-03-02,0
94786928488,USDT,2021-03-03,0
103244765110,USDT,2021-03-04,0
87483469989,USDT,2021-03-05,0
66739320404,USDT,2021-03-06,0
70107811561,USDT,2021-03-07,0
88859705060,USDT,2021-03-08,0
95447392493,USDT,2021-03-09,0
94996172814,USDT,2021-03-10,0
93576067866,USDT,2021-03-11,0
99392797660,USDT,2021-03-12,0
105301861825,USDT,2021-03-13,0
83527066354,USDT,2021-03-14,0
110958014435,USDT,2021-03-15,0
101176062799,USDT,2021-03-16,0
94297363539,USDT,2021-03-17,0
87360030730,USDT,2021-03-18,0
78992617747,USDT,2021-03-19,0
78910215980,USDT,2021-03-20,0
75434025575,USDT,2021-03-21,0
86052511859,USDT,2021-03-22,0
87718238071,USDT,2021-03-23,0
97177670255,USDT,2021-03-24,0
97273950074,USDT,2021-03-25,0
82935770974,USDT,2021-03-26,0
73586222744,USDT,2021-03-27,0
69313550904,USDT,2021-03-28,0
80873581836,USDT,2021-03-29,0
82702790409,USDT,2021-03-30,0
111253962206,USDT,2021-03-31,0
108310288784,USDT,2021-04-01,0
103736039046,USDT,2021-04-02,0
109584392991,USDT,2021-04-03,0
99459708393,USDT,2021-04-04,0
132303093446,USDT,2021-04-05,0
145941395057,USDT,2021-04-06,0
161005666625,USDT,2021-04-07,0
100309980611,USDT,2021-04-08,0
86500025530,USDT,2021-04-09,0
111560200798,USDT,2021-04-10,0
100277986732,USDT,2021-04-11,0
106711464727,USDT,2021-04-12,0
137132738350,USDT,2021-04-13,0
172073450566,USDT,2021-04-14,0
134206127794,USDT,2021-04-15,0
232378434390,USDT,2021-04-16,0
178501336545,USDT,2021-04-17,0
226468468195,USDT,2021-04-18,0
169646878924,USDT,2021-04-19,0
171214521691,USDT,2021-04-20,0
130529572776,USDT,2021-04-21,0
166853483576,USDT,2021-04-22,0
200928310345,USDT,2021-04-23,0
105265165685,USDT,2021-04-24,0
91733321074,USDT,2021-04-25,0
114746493323,USDT,2021-04-26,0
100848882802,USDT,2021-04-27,0
107174178546,USDT,2021-04-28,0
93716158086,USDT,2021-04-29,0
99120376275,USDT,2021-04-30,0
93561408428,USDT,2021-05-01,0
87140031400,USDT,2021-05-02,0
115365514515,USDT,2021-05-03,0
184507815469,USDT,2021-05-04,0
194666058568,USDT,2021-05-05,0
209142160582,USDT,2021-05-06,0
195953903780,USDT,2021-05-07,0
154970468014,USDT,2021-05-08,0
177124716916,USDT,2021-05-09,0
196654261473,USDT,2021-05-10,0
175304543466,USDT,2021-05-11,0
179881127372,USDT,2021-05-12,0
238503239903,USDT,2021-05-13,0
157669573391,USDT,2021-05-14,0
160240116663,USDT,2021-05-15,0
156189820298,USDT,2021-05-16,0
174105627753,USDT,2021-05-17,0
139497732905,USDT,2021-05-18,0
279067455600,USDT,2021-05-19,0
203389167819,USDT,2021-05-20,0
175788781082,USDT,2021-05-21,0
123183907998,USDT,2021-05-22,0
166357484552,USDT,2021-05-23,0
150726607629,USDT,2021-05-24,0
133337899988,USDT,2021-05-25,0
115346863805,USDT,2021-05-26,0
98115089359,USDT,2021-05-27,0
114444985848,USDT,2021-05-28,0
93338666927,USDT,2021-05-29,0
76081689608,USDT,2021-05-30,0
87983357586,USDT,2021-05-31,0
84110288079,USDT,2021-06-01,0
80399629557,USDT,2021-06-02,0
79950612936,USDT,2021-06-03,0
92563710563,USDT,2021-06-04,0
74062610826,USDT,2021-06-05,0
54108953419,USDT,2021-06-06,0
70487554952,USDT,2021-06-07,0
96727203765,USDT,2021-06-08,0
92231696007,USDT,2021-06-09,0
72706032485,USDT,2021-06-10,0
62233050872,USDT,2021-06-11,0
62020661713,USDT,2021-06-12,0
62855843708,USDT,2021-06-13,0
64693139740,USDT,2021-06-14,0
69666548571,USDT,2021-06-15,0
60779453764,USDT,2021-06-16,0
55428282562,USDT,2021-06-17,0
58250506049,USDT,2021-06-18,0
48324762375,USDT,2021-06-19,0
57176763747,USDT,2021-06-20,0
90616591970,USDT,2021-06-21,0
101175206595,USDT,2021-06-22,0
78451207170,USDT,2021-06-23,0
54635236494,USDT,2021-06-24,0
66436810480,USDT,2021-06-25,0
60323833680,USDT,2021-06-26,0
53158745469,USDT,2021-06-27,0
56773812735,USDT,2021-06-28,0
64868482234,USDT,2021-06-29,0
62591206838,USDT,2021-06-30,0
54577458289,USDT,2021-07-01,0
45626594041,USDT,2021-07-02,0
41194990425,USDT,2021-07-03,0
43066655708,USDT,2021-07-04,0
47215849676,USDT,2021-07-05,0
51054194253,USDT,2021-07-06,0
50370827531,USDT,2021-07-07,0
54546974469,USDT,2021-07-08,0
48513127150,USDT,2021-07-09,0
39811881630,USDT,2021-07-10,0
33700882503,USDT,2021-07-11,0
40963905755,USDT,2021-07-12,0
40689021551,USDT,2021-07-13,0
45371034562,USDT,2021-07-14,0
45208496773,USDT,2021-07-15,0
45730099926,USDT,2021-07-16,0
39163445316,USDT,2021-07-17,0
36385511871,USDT,2021-07-18,0
40152920396,USDT,2021-07-19,0
45790527475,USDT,2021-07-20,0
57772259331,USDT,2021-07-21,0
45353041839,USDT,2021-07-22,0
48879632451,USDT,2021-07-23,0
51306998692,USDT,2021-07-24,0
45864253744,USDT,2021-07-25,0
92450192578,USDT,2021-07-26,0
67906963431,USDT,2021-07-27,0
64211172842,USDT,2021-07-28,0
49910679856,USDT,2021-07-29,0
58525027371,USDT,2021-07-30,0
51394668827,USDT,2021-07-31,0
56095370226,USDT,2021-08-01,0
51732217398,USDT,2021-08-02,0
53595668066,USDT,2021-08-03,0
55269578265,USDT,2021-08-04,0
67359787062,USDT,2021-08-05,0
69278482398,USDT,2021-08-06,0
83779571867,USDT,2021-08-07,0
74286538738,USDT,2021-08-08,0
77735706184,USDT,2021-08-09,0
74336970320,USDT,2021-08-10,0
87167321396,USDT,2021-08-11,0
82791032054,USDT,2021-08-12,0
73792175888,USDT,2021-08-13,0
76879764304,USDT,2021-08-14,0
77556076133,USDT,2021-08-15,0
84438013592,USDT,2021-08-16,0
87487581579,USDT,2021-08-17,0
79562378117,USDT,2021-08-18,0
79535190853,USDT,2021-08-19,0
75007653647,USDT,2021-08-20,0
77546194009,USDT,2021-08-21,0
63054090156,USDT,2021-08-22,0
78500144394,USDT,2021-08-23,0
82298987461,USDT,2021-08-24,0
78253794427,USDT,2021-08-25,0
75138574324,USDT,2021-08-26,0
77373122984,USDT,2021-08-27,0
62963190536,USDT,2021-08-28,0
61330496817,USDT,2021-08-29,0
72843224247,USDT,2021-08-30,0
86200102965,USDT,2021-08-31,0
86157816302,USDT,2021-09-01,0
85187889141,USDT,2021-09-02,0
94333024390,USDT,2021-09-03,0
84730751345,USDT,2021-09-04,0
80204406658,USDT,2021-09-05,0
95052134923,USDT,2021-09-06,0
163058669007,USDT,2021-09-07,0
126616185419,USDT,2021-09-08,0
99828369723,USDT,2021-09-09,0
96977805029,USDT,2021-09-10,0
77837822625,USDT,2021-09-11,0
73080229538,USDT,2021-09-12,0
97652941470,USDT,2021-09-13,0
77354384513,USDT,2021-09-14,0
67018323452,USDT,2021-09-15,0
76304339417,USDT,2021-09-16,0
67211526457,USDT,2021-09-17,0
60077519832,USDT,2021-09-18,0
55435472929,USDT,2021-09-19,0
100128036827,USDT,2021-09-20,0
97283217005,USDT,2021-09-21,0
80708278656,USDT,2021-09-22,0
71255677560,USDT,2021-09-23,0
93076113024,USDT,2021-09-24,0
66583739947,USDT,2021-09-25,0
78196884599,USDT,2021-09-26,0
70088186310,USDT,2021-09-27,0
66373042997,USDT,2021-09-28,0
64767185195,USDT,2021-09-29,0
65935536533,USDT,2021-09-30,0
81411630527,USDT,2021-10-01,0
67747297412,USDT,2021-10-02,0
61784201197,USDT,2021-10-03,0
74166327976,USDT,2021-10-04,0
76210707722,USDT,2021-10-05,0
96553805180,USDT,2021-10-06,0
91580420731,USDT,2021-10-07,0
79865522045,USDT,2021-10-08,0
67391135102,USDT,2021-10-09,0
69927661418,USDT,2021-10-10,0
75741431317,USDT,2021-10-11,0
73275476508,USDT,2021-10-12,0
78117249743,USDT,2021-10-13,0
68955958208,USDT,2021-10-14,0
89456766433,USDT,2021-10-15,0
65419462010,USDT,2021-10-16,0
57600914728,USDT,2021-10-17,0
66503250420,USDT,2021-10-18,0
62387883982,USDT,2021-10-19,0
70187915900,USDT,2021-10-20,0
84189482202,USDT,2021-10-21,0
73919161798,USDT,2021-10-22,0
55395032239,USDT,2021-10-23,0
66669467996,USDT,2021-10-24,0
66194185821,USDT,2021-10-25,0
77630649473,USDT,2021-10-26,0
124069805053,USDT,2021-10-27,0
121660107352,USDT,2021-10-28,0
87302831458,USDT,2021-10-29,0
86474453142,USDT,2021-10-30,0
91561112863,USDT,2021-10-31,0
87025283378,USDT,2021-11-01,0
149878312204,USDT,2021-11-02,0
89436836448,USDT,2021-11-03,0
87280485610,USDT,2021-11-04,0
76677676369,USDT,2021-11-05,0
65151095549,USDT,2021-11-06,0
55905241687,USDT,2021-11-07,0
82548510715,USDT,2021-11-08,0
93002275939,USDT,2021-11-09,0
113809197171,USDT,2021-11-10,0
83970826408,USDT,2021-11-11,0
82883678293,USDT,2021-11-12,0
65797472687,USDT,2021-11-13,0
54429579952,USDT,2021-11-14,0
64113625426,USDT,2021-11-15,0
98954557342,USDT,2021-11-16,0
84478860409,USDT,2021-11-17,0
95287465626,USDT,2021-11-18,0
82193745588,USDT,2021-11-19,0
72417177800,USDT,2021-11-20,0
69057268195,USDT,2021-11-21,0
79375135623,USDT,2021-11-22,0
84196469142,USDT,2021-11-23,0
84317323264,USDT,2021-11-24,0
91394294449,USDT,2021-11-25,0
106740129710,USDT,2021-11-26,0
73666340601,USDT,2021-11-27,0
73452340871,USDT,2021-11-28,0
73041134842,USDT,2021-11-29,0
87396693339,USDT,2021-11-30,0
80908197091,USDT,2021-12-01,0
77139535799,USDT,2021-12-02,0
92639344690,USDT,2021-12-03,0
138598008408,USDT,2021-12-04,0
82054153191,USDT,2021-12-05,0
93691250219,USDT,2021-12-06,0
76247192218,USDT,2021-12-07,0
69621457268,USDT,2021-12-08,0
69831553004,USDT,2021-12-09,0
68959994142,USDT,2021-12-10,0
57132834419,USDT,2021-12-11,0
46141935617,USDT,2021-12-12,0
66458705759,USDT,2021-12-13,0
72787499023,USDT,2021-12-14,0
77440719349,USDT,2021-12-15,0
60612599459,USDT,2021-12-16,0
69599166416,USDT,2021-12-17,0
55813387710,USDT,2021-12-18,0
49752180810,USDT,2021-12-19,0
66647887174,USDT,2021-12-20,0
55687834682,USDT,2021-12-21,0
57931430463,USDT,2021-12-22,0
69151777565,USDT,2021-12-23,0
60467261268,USDT,2021-12-24,0
48124514320,USDT,2021-12-25,0
50593058831,USDT,2021-12-26,0
54788742594,USDT,2021-12-27,0
74531099414,USDT,2021-12-28,0
63544101067,USDT,2021-12-29,0
54862404131,USDT,2021-12-30,0
57299598140,USDT,2021-12-31,0
43336209524,USDT,2022-01-01,0
43202922802,USDT,2022-01-02,0
54125933259,USDT,2022-01-03,0
60765931554,USDT,2022-01-04,0
77225535519,USDT,2022-01-05,0
71751236899,USDT,2022-01-06,0
82344370614,USDT,2022-01-07,0
62394894090,USDT,2022-01-08,0
49109221960,USDT,2022-01-09,0
68455690767,USDT,2022-01-10,0
59061400900,USDT,2022-01-11,0
62300703831,USDT,2022-01-12,0
63231903910,USDT,2022-01-13,0
60503324000,USDT,2022-01-14,0
41922988280,USDT,2022-01-15,0
41551382127,USDT,2022-01-16,0
51430977642,USDT,2022-01-17,0
52799723207,USDT,2022-01-18,0
50127231375,USDT,2022-01-19,0
38591713522,USDT,2022-01-20,0
86570105642,USDT,2022-01-21,0
90441827607,USDT,2022-01-22,0
57296666670,USDT,2022-01-23,0
88845381041,USDT,2022-01-24,0
58560287216,USDT,2022-01-25,0
70750980627,USDT,2022-01-26,0
53950927548,USDT,2022-01-27,0
50688257403,USDT,2022-01-28,0
39357192812,USDT,2022-01-29,0
35043713256,USDT,2022-01-30,0
45082693892,USDT,2022-01-31,0
43193864245,USDT,2022-02-01,0
44198324772,USDT,2022-02-02,0
41979444063,USDT,2022-02-03,0
59154422463,USDT,2022-02-04,0
50686325002,USDT,2022-02-05,0
40572292703,USDT,2022-02-06,0
64635714287,USDT,2022-02-07,0
72230569455,USDT,2022-02-08,0
53386706331,USDT,2022-02-09,0
77334791717,USDT,2022-02-10,0
66753002645,USDT,2022-02-11,0
49138854287,USDT,2022-02-12,0
41277090178,USDT,2022-02-13,0
